Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y
248883,9/19/2019,Trash - Curbside/Alley Missed Pickup,get all carts out,"4325 Shady Dale Rd, Nashville, TN 37218, United States",37218,RED RIVER,3203,1,1717226.18,687716.5307
248887,9/19/2019,Trash - Backdoor,"Backdoor/2 weeks today, Wednesday/cart stays out {trash}","92 Oriel Ave, Nashville, TN 37210, United States",37210,RED RIVER,4301,16,1750152.739,651956.2674
248991,9/19/2019,Trash - Curbside/Alley Missed Pickup,get all carts,"4345 Shady Dale Rd, Nashville, TN 37218, United States",37218,RED RIVER,3203,1,1716808.231,687760.38
249005,9/19/2019,Trash - Curbside/Alley Missed Pickup,my trash wasn't collected...,"1023 15th Ave S,Nashville,TN 37212,United States",37212,METRO,9405,19,1735052.114,660364.7567
249014,9/19/2019,Trash - Curbside/Alley Missed Pickup,everyone,"4324 W Hamilton Rd, Nashville, TN 37218, United States",37218,RED RIVER,3203,1,1716237.8,687471.9997
249046,9/19/2019,Trash Collection Complaint,driver is setting cart in middle of driveway and this is a safety hazard because this is a busy roadway,"3704 Hobbs Rd, Nashville, TN 37215, United States",37215,RED RIVER,3304,34,1721344.722,645309.6209
249081,9/19/2019,Trash Collection Complaint,call her with a reason why trash cant be picked up on route and she has to keep calling,"1217 Nichol Ln, Nashville, TN 37205, United States",37205,RED RIVER,1302,34,1712210.6,639918.4014
249113,9/19/2019,Trash - Curbside/Alley Missed Pickup,"One side picked up, not their side {Wednesday} curb","3109 Wingate Ave, Nashville, TN 37211, United States",37211,RED RIVER,4304,16,1751380.814,645284.0791
249137,9/19/2019,Trash Collection Complaint,RESIDENT SAYS THE LIDS ARE LEFT OPEN AND CARTS NOT RETURNED TO SAME PLACE THEY ARE SERVICED FROM.,"2914 Oakland Ave, Nashville, TN 37212, United States",37212,METRO,9402,18,1733166.45,651290.8823
249152,9/19/2019,Trash - Curbside/Alley Missed Pickup,"emptied only half way, leaving one trash/bag. Curb","2149 Vine Hill Rd, Nashville, TN 37204, United States",37204,METRO,9406,17,1741553.542,654349.7208
249174,9/19/2019,Trash Collection Complaint,emptied half way -curb trash {Thursday},317 verbena dr,37211,RED RIVER,1404,26,1755420.999,638772.0019
249202,9/19/2019,Trash Collection Complaint,trash is falling out on ground from truck,"621 Roosevelt Ave, Nashville, TN 37115, United States",37115,RED RIVER,3514,9,1762976.348,706104.7995
249257,9/19/2019,Trash Collection Complaint,"RESIDENT SAYS THE DRIVER OF THE TRASH TRUCK ONLY EMPTIED HALF HIS CART SHE ALSO BROKE THE CART, DROPPED A BAG OF TRASH WHICH CAUSED THE BAG TO BURST OPEN AND SCATTER TRASH ALL OVER CALLER'S YARD. RESIDENT SAYS THE DRIVER WAS DOING THE SAME WITH ALL OF THE CARTS ON THE ROUTE.","302 Dupont Ave, Nashville, TN 37115, United States",37115,RED RIVER,3414,9,1760097.799,704366.3971
249264,9/19/2019,Trash Collection Complaint,"today got a letter from mail carrier, telling them to stop setting trash/cart in front of mail-box, {will they do not} trash truck places it to the mail-box, when they set out it's placed on left side if facing the home. {Correct this matter/talk to driver tell them to stop placing carts in front of mail-box. This goes for others as well.","1325 Hickory Park Ct W, Nashville, TN 37013, United States",37013,RED RIVER,4405,32,1769286.78,622085.6689
249369,9/19/2019,Trash Collection Complaint,trash/not being emptied/pickup on day of schedule {Wednesday} everything inside bags. Out by 7:00 a.m. ? {UNIT's -A & B},"943 Gale Ln, Nashville, TN 37204, United States",37204,RED RIVER,4301,17,1736309.001,650074.2013
249390,9/19/2019,Trash - Curbside/Alley Missed Pickup,Request also made by phone yesterday,"6213 Vosswood Dr, Nashville, TN 37205, United States",37205,RED RIVER,1301,23,1707380.2,648008.0019
249392,9/19/2019,Trash - Curbside/Alley Missed Pickup,still out,"3111 Wingate Ave, Nashville, TN 37211, United States",37211,RED RIVER,4304,16,1751348.999,645196.8
249393,9/19/2019,Trash - Curbside/Alley Missed Pickup,"trash/curb {blown over} elderly lives there, person could not off gotten off and pickup cart and emptied it. {Thursday}","208 Walker Terrace, Nashville, TN 37115, United States",37115,RED RIVER,3414,8,1755949.8,704644.7985
249434,9/19/2019,Trash - Curbside/Alley Missed Pickup,Trash was picked up across the street,"927 Woods Lake Dr, Nashville, TN 37115, United States",37115,RED RIVER,3412,8,1754457.798,709599.7988
249435,9/19/2019,Trash - Curbside/Alley Missed Pickup,Trash was picked up across the street,"603 Hamblen Dr, Nashville, TN 37115, United States",37115,RED RIVER,3412,8,1754312.599,709761.9996
249523,9/20/2019,Trash - Curbside/Alley Missed Pickup,only got some and left,4840 SHEFFIELD DR,37211,RED RIVER,4302,26,1752596.998,636826.4018
249593,9/20/2019,Trash - Curbside/Alley Missed Pickup,private drive,"3712 Lausanne Dr, Nashville, TN 37211, United States",37211,,4403,4,1755082.993,622384.0795
249631,9/20/2019,Trash - Curbside/Alley Missed Pickup,cart is up by the house and she wants the supervisor to pick up and also wants a call today,"312 Neelys Bend Rd, Madison, Tennessee, 37115",37115,RED RIVER,3312,7,1759414.599,700447.999
249793,9/20/2019,Trash - Curbside/Alley Missed Pickup,"One side service, their side not service for {trash} pickup, Thursday.","560 Huntington Pkwy, Nashville, TN 37211, United States",37211,RED RIVER,3402,27,1753793.078,624652.9414
249802,9/20/2019,Trash Collection Complaint,driver is putting cart in the street or  blocking her driveway,"119 McArthur Dr, Nashville, TN 37115, United States",37115,RED RIVER,3514,9,1764612.999,704033.3998
249809,9/20/2019,Trash Collection Complaint,got neighbors but this one,"2621 Woodberry Dr, Nashville, TN 37214, United States",37214,RED RIVER,2503,15,1770702.544,665671.8513
249827,9/20/2019,Trash - Curbside/Alley Missed Pickup,still out,"4116 Coleridge Dr, Nashville, TN 37013, United States",37013,RED RIVER,3404,30,1763339.399,627829.6001
249848,9/20/2019,Trash - Curbside/Alley Missed Pickup,carts on street,"540 Tobylynn Dr, Nashville, TN 37211, United States",37211,RED RIVER,3402,27,1752934.928,625232.5908
249859,9/20/2019,Trash - Curbside/Alley Missed Pickup,EVERYONE,"517 Tobylynn Dr, Nashville, TN 37211, United States",37211,RED RIVER,3402,27,1753048.588,625014.6702
249871,9/20/2019,Trash Collection Complaint,I have had 2 bags of trash left in the very bottom of my can for a month now! It stinks so bad I can't put it by the house or the inside of the house smells. They need to mot be in such a hurry they need to completely unend the can into the truck and they have not been doing it.--THE SAME BAGS OF TRASH WERE LEFT IN THE CART AGAIN THIS WEEK...PLEASE COME REMOVE. CALLER SAYS BAGS ARE LOOSE AND NOT STUCK TO CART,"2934 Wingate Ave, Nashville, TN 37211, United States",37211,RED RIVER,4304,16,1751533.115,646321.6013
249879,9/20/2019,Trash Collection Complaint,"truck moving so fast/when lift cart up, litter fell out of cart, leaving it.  Just wants someone to speak with drivers to be more careful when picking up carts. Curb","1676 Bridgecrest Dr, Nashville, TN 37013, United States",37013,RED RIVER,4504,32,1775533.694,632273.9324
249911,9/20/2019,Trash - Curbside/Alley Missed Pickup,curb trash Friday,"517 Stardale Way, Nashville, TN 37013, United States",37013,RED RIVER,4510,32,1786405.84,624526.2415
249931,9/20/2019,Trash Collection Complaint,Entire Street/curb Friday,"625 Anderson Ln, Nashville, TN 37115, United States",37115,RED RIVER,3514,9,1763185.8,706730.3997
249952,9/20/2019,Trash - Curbside/Alley Missed Pickup,They didn?t dump our trash can,"1057a Zophi St, Nashville, TN 37216, United States",37216,METRO,9507,5,1749921.448,682193.9849
249970,9/20/2019,Trash - Curbside/Alley Missed Pickup,"The trash collector walked right past my cart. Attached is a photo of him picking up the trash across the alley. You can see my cart in the bottom, left-hand corner of the photo.","1814 Boscobel St, Nashville, TN 37206, United States",37206,METRO,9508,6,1750765.816,669678.9592
249972,9/20/2019,Trash - Curbside/Alley Missed Pickup,The trash didn?t run yesterday (Thursday 9/19) till around 730-8. And he didn?t go down the cul de sac and pick up any trash. He only went down the main streets of our neighborhood.,"1205 Deerhaven Ct, Antioch, Tennessee, 37013",37013,RED RIVER,4410,33,1798275.628,621927.202
249975,9/20/2019,Trash - Curbside/Alley Missed Pickup,Trash wasn?t picked up in the neighborhood,"808 Sandworth Cv, Antioch, Tennessee, 37013",37013,RED RIVER,4510,32,1786063.77,624187.5018
249981,9/20/2019,Trash - Curbside/Alley Missed Pickup,Wasn't picked up,"4237 Sandstone Dr, Nashville, TN 37013, United States",37013,RED RIVER,4510,32,1786459.808,624156.6807
249982,9/20/2019,Trash - Curbside/Alley Missed Pickup,My recycling was picked up but my trash wasn?t. Looks my like neighbor to my left also did not get their trash picked up.,"228 McArthur Dr, Nashville, TN 37115, United States",37115,RED RIVER,3514,9,1764642.599,705422.399
249984,9/20/2019,Trash - Curbside/Alley Missed Pickup,"Garbage truck did not collect any bins on our block of Carolyn Ave on trash day today Friday 9/20. I did see them drive down once (usually they drive down the street, pick up on an adjacent street, and then turn around and come back to Carolyn Ave.)","902 Carolyn Ave, Nashville, TN 37216, United States",37216,METRO,9507,5,1747706.208,679935.9983
249994,9/21/2019,Trash - Curbside/Alley Missed Pickup,It is now Sat 9/21/19 and yet again I?m reportinng another failed pick up. I?m tired of the neglect by the people my tax dollars are paying not to do their job. This is rediculous and you all seem not to care as nothing is changing.,"4845 Highlander Cv, Antioch, Tennessee, 37013",37013,RED RIVER,4504,28,1774142.294,628566.5885
250007,9/21/2019,Trash Collection Complaint,Please have a supervisor contact me directly regarding the continued failure to collect our trash.,"1108 Chapel Ave, Nashville, TN 37206, United States",37206,WASTE IND,2506,6,1750606.334,676161.9822
250054,9/21/2019,Trash - Curbside/Alley Missed Pickup,"For the second week in a row, the trucks failed to collect my trash at the curb side.  The cart was in place and on time, and the debris was properly packaged, and there was no obstructions to prevent this service.  The contractors simply do not do a good job of collections in our area.  Please help.","1429 Rice Hill Cir, Nashville, TN 37013, United States",37013,RED RIVER,4504,32,1779008.039,630948.7719
250360,9/23/2019,Trash Collection Complaint,THIS IS HILL PLACE SUBDIVISION. CALLER IS ASKING THAT TRASH SERVICE BE SUSPENDED FOR THIS WEEK DUE TO PAVING WORK BEING DONE THROUGHOUT THE SUBDIVISION.,"2018 Fransworth Dr, Nashville, TN 37205, United States",37205,RED RIVER,1304,23,1713650.75,652419.5006
250472,9/23/2019,Trash Collection Complaint,"licking oil on the streets,","5113 Parishwood Ct, Nashville, TN 37211, United States",37211,RED RIVER,3401,27,1755196.809,627898.7715
250477,9/23/2019,Trash - Curbside/Alley Missed Pickup,2 carts and only get one,"820 S Douglas Ave, Nashville, TN 37204, United States",37204,METRO,9401,17,1737917.266,655519.6804
250599,9/23/2019,Trash - Curbside/Alley Missed Pickup,cart is on alley,"215 37th Ave N, Nashville, TN 37209, United States",37209,WASTE IND,3306,24,1723855.216,661276.6001
250633,9/23/2019,Damage to Property,"TRASH TRUCK HIT BRICK AND STONE MAILBOX AND DAMAGED THE CAP PART OF IT, TOP PART OF THE STONE,  NEIGHBOR SAW IT, NO ONE EVER CAME AND DID REPAIR'S OR REPLACE IT. NEEDS A CALL BACK, {615-399-9109 NEIGHBOR IS GOING TO HELP HIM, SO CALL DAVID.",1417 RICE HILL CIR,37013,RED RIVER,4504,32,1778828.789,630997.58
250639,9/23/2019,Trash - Curbside/Alley Missed Pickup,"Service was not done on Tuesday as scheduled 9-17-19 for any of the neighbors either.   A delivery truck backed into the drive later in the week and moved the cart further back.   When trash was picked up on Saturday 9-21-19, they picked up all but ours because the cart was too far back.  However, if they had picked it up on Tuesday, it was where it should have been.  It is very overflowing so will you make certain they pick it up on Tuesday (tomorrow) as normally scheduled.  Thank you for your assistance.","3931 Dry Fork Rd, Nashville, TN 37189, United States",37189,RED RIVER,3201,1,1720909.001,697554.3996
250813,9/24/2019,Trash Collection Complaint,Glass in roadway because of knocked over trash can,"1314 Stratford Ave, Nashville, TN 37216, United States",37216,,,7,1755134.912,685120.1032
250895,9/24/2019,Trash Collection Complaint,RESIDENT HAS BACKDOOR SERVICE AND SAYS THE COLLECTOR IS ONLY REMOVING SOME OF THE TRASH BY HAND AND NOT ALL OF THE CONTENTS. CALLER IS REQUESTING THAT EITHER A TRUCK WITH A LIFT BE USED OR THE COLLECTOR REMOVES ALL BAGS FROM THE CART.,"4076 KINGS LN, 37218",37218,RED RIVER,3203,1,1716712.051,686801.5391
250915,9/24/2019,Trash - Curbside/Alley Missed Pickup,Every week the same thing. I hope I can find a way to bring this to light to the rest of the Nashville public. You guys are doing us a dis service. Shame shame...,"110 George L Davis Blvd, Nashville, Tennessee, 37203",,,,19,1735557.002,664655.201
251037,9/24/2019,Trash Collection Complaint,says she is tired of having to call and wants better service,"3040 Ned Shelton Rd, Nashville, TN 37217, United States",37217,RED RIVER,2504,29,1781246.645,641849.8988
251172,9/24/2019,Trash - Curbside/Alley Missed Pickup,curb/trash Tuesday,"108 Lorraine Ave, Nashville, TN 37207, United States",37207,RED RIVER,2201,8,1743692.998,686541.3996
251195,9/24/2019,Trash - Curbside/Alley Missed Pickup,cart was set out,"1728 Dr DB Todd Jr Blvd, Nashville, TN 37208, United States",37208,RED RIVER,3206,21,1729458.865,672435.5493
251225,9/24/2019,Trash - Curbside/Alley Missed Pickup,Please return to collect my trash.,"1713 Dr DB Todd Jr Blvd, Nashville, TN 37208, United States",37208,RED RIVER,3206,21,1729397.139,672186.9658
251226,9/24/2019,Trash - Curbside/Alley Missed Pickup,Thank you.,"1404 E Riverwood Dr, Nashville, TN 37216, United States",37216,RED RIVER,2203,7,1758586.598,687049.3983
251310,9/25/2019,Trash - Curbside/Alley Missed Pickup,"No one pick up Tuesday/on their side, curb {why?}","2816 Old Matthews Rd, Nashville, TN 37207, United States",37207,WASTE IND,2206,2,1734177.002,686448.7997
251311,9/25/2019,Trash Collection Complaint,driver put a note on cart to set it in the street and carts are getting ran over this is up and down the road why would he tell residents to put carts on street this is everyone,"3106 Wingate Ave, Nashville, TN 37211, United States",37211,RED RIVER,4304,16,1751512.199,645407.2013
251361,9/25/2019,Trash - Curbside/Alley Missed Pickup,several on this street full,"1105 Saunders Ave, Nashville, TN 37115, United States",37115,RED RIVER,3214,8,1753841.399,699003.1988
